date,year,month,week_of_year,day_of_week,day_name,is_weekend,daily_avg_price,daily_min_price,daily_max_price,daily_std_price,daily_median_price,daily_peak_avg,daily_offpeak_avg,daily_night_avg,daily_evening_avg,trading_periods,daily_price_range,peak_offpeak_spread,daily_avg_change_pct,daily_max_change_pct,avg_price_rolling_7d,avg_price_rolling_30d,volatility_rolling_7d,volatility_rolling_30d,is_above_30d_avg,is_extreme_high_day,is_extreme_low_day,year_month
2023-03-09,2023,3,10,3,Thursday,False,73.59291666666667,14.0,121.36,31.64314631187127,65.64,,73.59291666666667,73.59291666666667,,24,107.36,,-25.610809035045968,-13.314285714285711,123.76125,134.3056111111111,18.14414327324972,16.74628267160018,False,False,False,2023-03
2023-03-10,2023,3,10,4,Friday,False,43.27166666666667,4.16,124.22,37.07479885508386,31.13,,43.27166666666667,43.27166666666667,,24,120.06,,-41.20131579692339,2.356624917600536,109.57785714285714,131.17391666666666,20.938605369826316,17.476415943876695,False,True,False,2023-03
2023-03-11,2023,3,10,5,Saturday,True,30.244583333333335,1.49,100.0,32.388476611445384,22.5,,30.244583333333335,30.244583333333335,,24,98.51,,-30.105342217771447,-19.497665432297538,94.10291666666667,127.58454166666667,23.355606869314244,17.970638194693855,False,True,False,2023-03
2023-03-12,2023,3,10,6,Sunday,True,80.61833333333333,48.67,141.04,27.119110487314813,81.47,,80.61833333333333,80.61833333333333,,24,92.36999999999999,,166.5546172179591,41.039999999999985,85.0592261904762,125.43861111111111,25.25870676763038,18.609391709958224,False,True,False,2023-03
2023-03-13,2023,3,11,0,Monday,False,38.147083333333335,4.16,95.11,26.894575738737103,32.93,,38.147083333333335,38.147083333333335,,24,90.95,,-52.68187550391763,-32.56522972206466,69.39869047619047,121.99675,27.83851090218295,19.19515711043503,False,True,False,2023-03
2023-03-14,2023,3,11,1,Tuesday,False,64.41333333333334,2.36,179.84,57.649873461655815,37.84,,64.41333333333334,64.41333333333334,,24,177.48,,68.85519862811707,89.08632110188204,61.31678571428571,119.75186111111111,33.51089560668904,20.565080140161445,False,True,False,2023-03
2023-03-15,2023,3,11,2,Wednesday,False,132.67499999999998,107.0,190.0,21.134286999009966,129.72,,132.67499999999998,132.67499999999998,,24,83.0,,105.97443593458907,5.649466192170816,66.13755952380951,119.58309722222222,33.414895495016886,20.78296820251237,True,True,False,2023-03
2023-03-16,2023,3,11,3,Thursday,False,87.83083333333333,29.59,132.42,30.95447174504021,100.035,,87.83083333333333,87.83083333333333,,24,102.82999999999998,,-33.800012562024996,-30.305263157894746,68.17154761904762,117.61855555555555,33.31651341404102,21.268480102205825,False,False,False,2023-03
2023-03-17,2023,3,11,4,Friday,False,70.2675,27.83,127.69,29.45974146850757,73.13,,70.2675,70.2675,,24,99.86,,-19.996774101729653,-3.5719679806675675,72.02809523809523,115.197375,32.22864807310155,21.801822675929866,False,False,False,2023-03
2023-03-18,2023,3,11,5,Saturday,True,101.61375,70.0,144.15,19.076723766776965,98.88,,101.61375,101.61375,,24,74.15,,44.60988365887501,12.890594408332689,82.22369047619047,113.74880555555555,30.32696909529178,21.854565862802172,False,True,False,2023-03
2023-03-19,2023,3,11,6,Sunday,True,95.87416666666667,50.0,152.91,29.004372821242377,99.47,,95.87416666666667,95.87416666666667,,24,102.91,,-5.648431765714113,6.07700312174817,84.40309523809523,112.10036111111111,30.596292285852854,22.346960230688158,False,False,False,2023-03
2023-03-20,2023,3,12,0,Monday,False,121.56416666666667,97.25,165.47,17.952693128879307,116.72,,121.56416666666667,121.56416666666667,,24,68.22,,26.79553929195386,8.213982080962667,96.31982142857143,111.70204166666667,29.318880484444605,22.302541562786548,True,True,False,2023-03
2023-03-21,2023,3,12,1,Tuesday,False,119.33875,99.0,145.66,14.70951756738532,116.66,,119.33875,119.33875,,24,46.66,,-1.830651850531606,-11.971958663201788,104.16630952380952,111.39458333333333,23.184543928120245,22.243214140614842,True,False,False,2023-03
2023-03-22,2023,3,12,2,Wednesday,False,101.21749999999999,59.1,140.0,24.62404961750234,110.21000000000001,,101.21749999999999,101.21749999999999,,24,80.9,,-15.184715777565971,-3.885761362076068,99.67238095238095,110.63227777777777,23.683081445047726,22.463756223733302,False,False,False,2023-03
2023-03-23,2023,3,12,3,Thursday,False,84.12125,42.06,122.61,24.804140136976784,87.85499999999999,,84.12125,84.12125,,24,80.55,,-16.890606861461688,-12.421428571428573,99.14244047619047,108.96522222222221,22.80446264389581,22.58950039753732,False,False,False,2023-03
2023-03-24,2023,3,12,4,Friday,False,61.08375,29.25,116.23,30.295676375767176,45.474999999999994,,61.08375,61.08375,,24,86.98,,-27.3860647577158,-5.203490743006278,97.83047619047618,105.95377777777777,22.923881916361466,23.194775220924196,False,False,False,2023-03
2023-03-25,2023,3,12,5,Saturday,True,42.35666666666666,10.43,77.0,20.77213929797537,48.96,,42.35666666666666,42.35666666666666,,24,66.57,,-30.658044624525083,-33.75204336229889,89.36517857142857,102.55068055555556,23.166084135104093,23.413418285318198,False,False,False,2023-03
2023-03-26,2023,3,12,6,Sunday,True,28.477391304347826,0.0,104.63,32.82051966479497,27.83,,28.477391304347826,28.477391304347826,,23,104.63,,-32.76762893441136,35.88311688311687,79.73706780538302,98.56396859903381,23.711247969897325,23.98650080750662,False,True,False,2023-03
2023-03-27,2023,3,13,0,Monday,False,102.62875000000001,49.25,187.6,36.797940905590146,95.075,,102.62875000000001,102.62875000000001,,24,138.35,,260.3867675348866,79.29848035936156,77.03200828157351,97.21501026570049,26.40342622371316,24.770335258616583,True,True,False,2023-03
2023-03-28,2023,3,13,1,Tuesday,False,111.91083333333334,70.43,160.0,26.76091112971966,114.64,,111.91083333333334,111.91083333333334,,24,89.57,,9.044330495434604,-14.71215351812366,75.97087732919256,97.4058574879227,28.12505387547521,25.11004845563174,True,False,False,2023-03
2023-03-29,2023,3,13,2,Wednesday,False,68.90541666666667,4.16,121.87,40.87383546849742,92.5,,68.90541666666667,68.90541666666667,,24,117.71000000000001,,-38.42828740142823,-23.831249999999994,71.35486542443064,95.78577415458936,30.44645185418879,25.53038769857222,False,False,False,2023-03
2023-03-30,2023,3,13,3,Thursday,False,31.400833333333335,0.1,91.0,23.088159193134825,33.455,,31.400833333333335,31.400833333333335,,24,90.9,,-54.42907850737424,-25.330269959793227,63.82337732919255,92.40976026570048,30.20131171935422,25.48559217720268,False,True,False,2023-03
2023-03-31,2023,3,13,4,Friday,False,16.5675,0.19,35.61,11.891504548827394,16.27,,16.5675,16.5675,,24,35.42,,-47.23866139433668,-60.86813186813187,57.463913043478264,88.09830193236715,27.572144315505685,25.39763056109167,False,False,False,2023-03
2023-04-01,2023,4,13,5,Saturday,True,33.994166666666665,4.16,82.19,21.86511673214083,36.965,,33.994166666666665,33.994166666666665,,24,78.03,,105.18585584226146,130.80595338388093,56.269270186335405,84.49506582125605,27.72828394895789,25.500721287825122,False,True,False,2023-04
2023-04-02,2023,4,13,6,Sunday,True,16.17125,0.0,50.0,14.964813313235817,18.16,,16.17125,16.17125,,24,50.0,,-52.429338366876664,-39.16534858255262,54.511250000000004,80.28226026570047,25.177468755878014,25.415762925631395,False,True,False,2023-04
2023-04-03,2023,4,14,0,Monday,False,62.399166666666666,19.2,165.33,42.5589277321474,47.775,,62.399166666666666,62.399166666666666,,24,146.13000000000002,,285.8648321352194,230.66000000000005,48.76416666666667,77.74326026570047,26.000466873957624,26.31874497953531,False,True,False,2023-04
