ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2024-01-18,58.995181289508444,28.112678923320743,94.42981141587653,58.995181289508444,58.995181289508444,0.2493529330696027,0.2493529330696027,0.2493529330696027,5.710745837868703,5.710745837868703,5.710745837868703,-5.4613929047991,-5.4613929047991,-5.4613929047991,0.0,0.0,0.0,59.24453422257805
2024-01-19,58.85144160774212,19.93331330699752,88.68850726410064,58.85144160774212,58.85144160774212,-2.9560568210488434,-2.9560568210488434,-2.9560568210488434,2.769123659928986,2.769123659928986,2.769123659928986,-5.72518048097783,-5.72518048097783,-5.72518048097783,0.0,0.0,0.0,55.89538478669327
2024-01-20,58.70770192597579,10.407078265826668,78.46971057425232,58.70770192597579,58.70770192597579,-15.30836079573266,-15.30836079573266,-15.30836079573266,-9.55684568026374,-9.55684568026374,-9.55684568026374,-5.75151511546892,-5.75151511546892,-5.75151511546892,0.0,0.0,0.0,43.39934113024313
2024-01-21,58.56396224420947,-0.8232610874004241,68.95787155274887,58.56396224420947,58.56396224420947,-23.61819060928033,-23.61819060928033,-23.61819060928033,-18.084414818588584,-18.084414818588584,-18.084414818588584,-5.533775790691747,-5.533775790691747,-5.533775790691747,0.0,0.0,0.0,34.945771634929145
2024-01-22,58.42022256244314,23.92585910684707,91.26172723407892,58.42022256244314,58.42022256244314,-1.1875319466400163,-1.1875319466400163,-1.1875319466400163,3.883081394959892,3.883081394959892,3.883081394959892,-5.070613341599908,-5.070613341599908,-5.070613341599908,0.0,0.0,0.0,57.23269061580313
2024-01-23,58.2764828806768,29.547524572811664,95.40813808858708,58.2764828806768,58.2764828806768,4.609662849262265,4.609662849262265,4.609662849262265,8.975740760299777,8.975740760299777,8.975740760299777,-4.366077911037511,-4.366077911037511,-4.366077911037511,0.0,0.0,0.0,62.88614572993907
2024-01-24,58.16849037177849,27.514884902711493,95.46626771506973,58.16849037177849,58.16849037177849,2.872954738301245,2.872954738301245,2.872954738301245,6.30256884586049,6.30256884586049,6.30256884586049,-3.4296141075592455,-3.4296141075592455,-3.4296141075592455,0.0,0.0,0.0,61.041445110079735
2024-01-25,58.06049786288017,29.43199670648717,94.75038908412628,58.06049786288017,58.06049786288017,3.4348226246440166,3.4348226246440166,3.4348226246440166,5.710745837857606,5.710745837857606,5.710745837857606,-2.2759232132135883,-2.2759232132135883,-2.2759232132135883,0.0,0.0,0.0,61.49532048752418
2024-01-26,57.95250535398185,27.27673666254307,93.63464607418344,57.95250535398185,57.95250535398185,1.844428422911645,1.844428422911645,1.844428422911645,2.76912365991817,2.76912365991817,2.76912365991817,-0.9246952370065248,-0.9246952370065248,-0.9246952370065248,0.0,0.0,0.0,59.796933776893496
2024-01-27,57.84451284508353,17.41095504815676,79.72604700115359,57.84451284508353,57.84451284508353,-8.957062674546929,-8.957062674546929,-8.957062674546929,-9.556845680272726,-9.556845680272726,-9.556845680272726,0.5997830057257985,0.5997830057257985,0.5997830057257985,0.0,0.0,0.0,48.887450170536596
2024-01-28,57.73652033618521,9.280219923414515,72.1153904292466,57.73652033618521,57.73652033618521,-15.815280441758091,-15.815280441758091,-15.815280441758091,-18.084414818579155,-18.084414818579155,-18.084414818579155,2.269134376821065,2.269134376821065,2.269134376821065,0.0,0.0,0.0,41.92123989442712
2024-01-29,57.62852782728689,34.49715426536098,98.646650129623,57.62852782728689,57.62852782728689,7.9345814542296935,7.9345814542296935,7.9345814542296935,3.883081394897345,3.883081394897345,3.883081394897345,4.051500059332349,4.051500059332349,4.051500059332349,0.0,0.0,0.0,65.56310928151657
2024-01-30,57.52053531838857,39.539387240451525,106.74399693850842,57.52053531838857,57.52053531838857,14.88797604870714,14.88797604870714,14.88797604870714,8.975740760289987,8.975740760289987,8.975740760289987,5.912235288417153,5.912235288417153,5.912235288417153,0.0,0.0,0.0,72.40851136709571
2024-01-31,57.41254280949026,37.15124601332371,103.56250717525798,57.41254280949026,57.41254280949026,14.117243661131086,14.117243661131086,14.117243661131086,6.3025688458532905,6.3025688458532905,6.3025688458532905,7.814674815277796,7.814674815277796,7.814674815277796,0.0,0.0,0.0,71.52978647062135
2024-02-01,57.30455030059194,39.18706175792923,107.44020702593176,57.30455030059194,57.30455030059194,15.431694761009634,15.431694761009634,15.431694761009634,5.710745837885573,5.710745837885573,5.710745837885573,9.72094892312406,9.72094892312406,9.72094892312406,0.0,0.0,0.0,72.73624506160158
2024-02-02,57.19655779169362,36.42250251441483,105.79783832095772,57.19655779169362,57.19655779169362,14.36195314844305,14.36195314844305,14.36195314844305,2.7691236599073528,2.7691236599073528,2.7691236599073528,11.592829488535696,11.592829488535696,11.592829488535696,0.0,0.0,0.0,71.55851094013667
2024-02-03,57.0885652827953,28.438438953789255,94.85560019969067,57.0885652827953,57.0885652827953,3.835739113391127,3.835739113391127,3.835739113391127,-9.556845680292131,-9.556845680292131,-9.556845680292131,13.392584793683259,13.392584793683259,13.392584793683259,0.0,0.0,0.0,60.92430439618643
2024-02-04,56.98057277389698,21.779806307734166,87.30277862065186,56.98057277389698,56.98057277389698,-3.0005932521509555,-3.0005932521509555,-3.0005932521509555,-18.084414818611123,-18.084414818611123,-18.084414818611123,15.083821566460166,15.083821566460166,15.083821566460166,0.0,0.0,0.0,53.979979521746024
2024-02-05,56.87258026499866,44.87374727195129,109.49036052584194,56.87258026499866,56.87258026499866,20.515374457455255,20.515374457455255,20.515374457455255,3.8830813949145377,3.8830813949145377,3.8830813949145377,16.632293062540718,16.632293062540718,16.632293062540718,0.0,0.0,0.0,77.38795472245391
2024-02-06,56.76458775610034,49.812465710027126,116.73868479247992,56.76458775610034,56.76458775610034,26.98239365805359,26.98239365805359,26.98239365805359,8.975740760291709,8.975740760291709,8.975740760291709,18.00665289776188,18.00665289776188,18.00665289776188,0.0,0.0,0.0,83.74698141415394
